id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-OMT-SU-130,SOM/FOM service-usage requirements,Data distribution management,9.6 Associate Regions For Updates,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-131,SOM/FOM service-usage requirements,Data distribution management,9.7 Unassociate Regions For Updates,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-132,SOM/FOM service-usage requirements,Data distribution management,9.8 Subscribe Object Class Attributes With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-133,SOM/FOM service-usage requirements,Data distribution management,9.9 Unsubscribe Object Class Attributes With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-134,SOM/FOM service-usage requirements,Data distribution management,9.10 Subscribe Interaction Class With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-135,SOM/FOM service-usage requirements,Data distribution management,9.11 Unsubscribe Interaction Class With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-136,SOM/FOM service-usage requirements,Data distribution management,9.12 Send Interaction With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-137,SOM/FOM service-usage requirements,Data distribution management,9.13 Request Attribute Value Update With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-138,SOM/FOM service-usage requirements,Support services,10.2 Get Federate Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-139,SOM/FOM service-usage requirements,Support services,10.3 Get Federate Name,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-140,SOM/FOM service-usage requirements,Support services,10.4 Get Object Class Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-141,SOM/FOM service-usage requirements,Support services,10.5 Get Object Class Name,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-142,SOM/FOM service-usage requirements,Support services,10.6 Get Known Object Class Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-143,SOM/FOM service-usage requirements,Support services,10.7 Get Object Instance Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-144,SOM/FOM service-usage requirements,Support services,10.8 Get Object Instance Name,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-145,SOM/FOM service-usage requirements,Support services,10.9 Get Attribute Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-146,SOM/FOM service-usage requirements,Support services,10.10 Get Attribute Name,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-147,SOM/FOM service-usage requirements,Support services,10.11 Get Update Rate Value,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-148,SOM/FOM service-usage requirements,Support services,10.12 Get Update Rate Value For Attribute,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-149,SOM/FOM service-usage requirements,Support services,10.13 Get Interaction Class Handle,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
