matrix_id,kind,document,section_ref,title,requirement_id,service_group,status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,linked_methods,linked_assets,claim_scope,supported_subset_for,policy_basis,python_runtime_status,python_runtime_disposition,certi_runtime_status,certi_runtime_disposition,portico_runtime_status,portico_runtime_disposition,pitch_runtime_status,pitch_runtime_disposition,pitch_jpype_runtime_disposition,pitch_py4j_runtime_disposition,vendor_evidence_refs,vendor_notes,vendor_source,vendor_profile_bucket,vendor_profile_refs,vendor_profile_notes,vendor_profile_source,notes,source
REQ-FED-FM-4_25-requestFederationRestoreFailed,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.25,Confirm Federation Restoration Request service,REQ-FED-FM-4_25-requestFederationRestoreFailed,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_restore_request_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_restore_request_failure_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and restore-request-failure scenarios jointly verify Pitch restore-request success and unknown-save failure callbacks,docs/backend_conformance_matrix.md,,,,,,requestFederationRestoreFailed
REQ-FED-FM-4_25-requestFederationRestoreSucceeded,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.25,Confirm Federation Restoration Request service,REQ-FED-FM-4_25-requestFederationRestoreSucceeded,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and restore-request-failure scenarios jointly verify Pitch restore-request success and unknown-save failure callbacks,docs/backend_conformance_matrix.md,,,,,,requestFederationRestoreSucceeded
REQ-FED-FM-4_26-federationRestoreBegun,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.26,Federation Restore Begun service,REQ-FED-FM-4_26-federationRestoreBegun,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore scenario verifies Pitch restore-begun callback sequencing,docs/backend_conformance_matrix.md,,,,,,federationRestoreBegun
REQ-FED-FM-4_27-initiateFederateRestore,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.27,Initiate Federate Restore service,REQ-FED-FM-4_27-initiateFederateRestore,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore scenario verifies Pitch initiate-restore callback delivery to each participating federate,docs/backend_conformance_matrix.md,,,,,,initiateFederateRestore
REQ-FED-FM-4_29-federationNotRestored,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.29,Federation Restored service,REQ-FED-FM-4_29-federationNotRestored,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_restore_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_restore_failure_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/verification/test_compliance_slice_v011.py; ../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and restore-failure scenarios jointly verify Pitch restored and not-restored callback outcomes,docs/backend_conformance_matrix.md,,,,,,federationNotRestored
REQ-FED-FM-4_29-federationRestored,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.29,Federation Restored service,REQ-FED-FM-4_29-federationRestored,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/verification/test_compliance_slice_v011.py; ../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and restore-failure scenarios jointly verify Pitch restored and not-restored callback outcomes,docs/backend_conformance_matrix.md,,,,,,federationRestored
REQ-FED-FM-4_32-federationRestoreStatusResponse,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.32,Federation Restore Status Response service,REQ-FED-FM-4_32-federationRestoreStatusResponse,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore scenario verifies Pitch restore-status callback payload coverage,docs/backend_conformance_matrix.md,,,,,,federationRestoreStatusResponse
REQ-FED-FM-4_4-connectionLost,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.4,Connection Lost service,REQ-FED-FM-4_4-connectionLost,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,connectionLost
REQ-FED-FM-4_8-reportFederationExecutions,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.8,Report Federation Executions service,REQ-FED-FM-4_8-reportFederationExecutions,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py::test_python_backend_federation_listing_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_federation_listing_matrix,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,reportFederationExecutions
REQ-FED-OM-6_11-reflectAttributeValues,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.11,Reflect Attribute Values service,REQ-FED-OM-6_11-reflectAttributeValues,Object Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_request_attribute_value_update_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared discovery-class scenario verifies Pitch reflections use attributes valid for the known discovered class,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,reflectAttributeValues
REQ-FED-OM-6_13-receiveInteraction,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.13,Receive Interaction service,REQ-FED-OM-6_13-receiveInteraction,Object Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_output_delivery; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_consumer_order; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared exchange scenario verifies real Pitch receive-interaction callbacks,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,receiveInteraction
REQ-FED-OM-6_15-removeObjectInstance,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.15,Remove Object Instance service,REQ-FED-OM-6_15-removeObjectInstance,Object Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_local_delete_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_timed_delete_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_local_delete_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_timed_delete_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,"shared exchange, timed-delete, and orphan-lifecycle scenarios verify real Pitch remove-object callbacks",docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,removeObjectInstance
REQ-FED-OM-6_17-attributesInScope,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.17,Attributes In Scope service,REQ-FED-OM-6_17-attributesInScope,Object Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_object_scope_relevance_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_object_scope_relevance_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_object_management_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared object-scope scenario verifies real Pitch in-scope callbacks on region changes,docs/backend_conformance_matrix.md,Exchange,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): seam present; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): yes; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,attributesInScope
