master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-SUP-10_18-GETPARAMETERNAME-TEST-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,TEST,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,tests/conformance,"This imported support-service verification row is aligned to the existing Clause 10 test-evidence slice. Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_18-RTIAPI-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-getParameterName,RTI_API,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterName,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-RTIAPI-001-EXC,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-getParameterName,EXC_API,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterName,"This imported API-exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_18-RTIAPI-001-MOM,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-getParameterName,MOM_TRACE,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mom.service_reporting,This imported MOM-trace row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-RTIAPI-001-RET,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-getParameterName,RET,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterName,This imported return-value row is aligned to the existing Clause 10 effect/lookup-result slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-RTIAPI-001-SIG,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-getParameterName,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterName,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-CPP-10_19-GETORDERTYPE-116,IEEE 1516.1-2010,10.19,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-SUP-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-SUP-10_19-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET-ORDER-TYPE-SERVICE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti.support_services.get_order_type,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_19-GETORDERTYPE-ARG-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,ARG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service argument row is aligned to the existing Clause 10 argument-validation slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_19-GETORDERTYPE-EFF-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,EFF,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service effect row is aligned to the existing Clause 10 effect slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_19-GETORDERTYPE-EXC-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,EXC,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_19-GETORDERTYPE-MOM-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,MOM,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/mom/service_reporting,This imported support-service MOM row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_19-GETORDERTYPE-PRE-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,PRE,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service precondition row is aligned to the existing Clause 10 precondition slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_19-GETORDERTYPE-SIG-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_19-GETORDERTYPE-SVC-001,IEEE 1516.1-2010,10.19,CAP-SUP,SUP-GET_ORDER_TYPE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.16-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
