surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
OMT XSD element,modelIdentification,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=objectModelType; type=modelIdentificationType,parents=objectModelType; type=modelIdentificationType,Element name and parent/type context are unchanged.
OMT XSD element,modificationDate,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=,parents=modelIdentificationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,modifyLookahead,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,multipleObjectInstanceNamesReserved,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,name,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=arrayDataType; attributeType; basicDataType; dimensionType; enumeratedDataType; fixedRecordDataType; interactionClassType; modelIdentificationType; objectClassType; parameterType; simpleDataType; transportationType; updateRateType; variantRecordDataType; type=IdentifierType; NonEmptyString,parents=arrayDataType; attributeType; basicDataType; dimensionType; directedInteractionType; enumeratedDataType; fixedRecordDataType; interactionClassType; modelIdentificationType; objectClassType; parameterType; referenceDataTypeType; simpleDataType; transportationType; updateRateType; variantRecordDataType; type=IdentifierType; String,Element exists in both but parent/type metadata differs.
OMT XSD element,negotiatedAttributeOwnershipDivestiture,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,nextMessageRequest,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,nextMessageRequestAvailable,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,nonRegulatedGrant,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=switchesType; type=switchType,Element name is new in 2025 OMT XSD; add XML requirement or map if this is a rename.
OMT XSD element,normalization,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=dimensionType; type=NonEmptyString,parents=dimensionType; type=String,Element exists in both but parent/type metadata differs.
OMT XSD element,normalizeFederateHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,normalizeInteractionClassHandle,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,normalizeObjectClassHandle,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,normalizeObjectInstanceHandle,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,normalizeServiceGroup,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,note,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=notesType; type=,parents=notesType; type=,Element name and parent/type context are unchanged.
OMT XSD element,notes,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=objectModelType; type=notesType,parents=objectModelType; type=notesType,Element name and parent/type context are unchanged.
OMT XSD element,objectClass,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=; type=,parents=; type=,Element name and parent/type context are unchanged.
OMT XSD element,objectClassRelevanceAdvisory,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=switchesType; type=switchType,parents=switchesType; type=switchType,Element name and parent/type context are unchanged.
OMT XSD element,objectInstanceNameReserved,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,objectModel,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=; type=objectModelType,parents=; type=objectModelType,Element name and parent/type context are unchanged.
OMT XSD element,objects,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=objectModelType; type=objectsType,parents=objectModelType; type=objectsType,Element name and parent/type context are unchanged.
OMT XSD element,order,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=attributeType; interactionClassType; type=orderType,parents=attributeType; interactionClassType; type=orderType,Element name and parent/type context are unchanged.
OMT XSD element,other,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=String,parents=modelIdentificationType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,outputDataSemantics,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=dimensionType; type=String,New dimension metadata; add parser/validation requirement.
OMT XSD element,ownership,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=attributeType; type=ownershipType,parents=attributeType; type=ownershipType,Element name and parent/type context are unchanged.
OMT XSD element,parameter,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=; type=,parents=; type=,Element name and parent/type context are unchanged.
OMT XSD element,poc,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=,parents=modelIdentificationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,pocEmail,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=pocType; type=String,parents=pocType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,pocName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=pocType; type=String,parents=pocType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,pocOrg,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=pocType; type=String,parents=pocType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,pocTelephone,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=pocType; type=String,parents=pocType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,pocType,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=pocType; type=pocTypeType,parents=pocType; type=pocTypeType,Element name and parent/type context are unchanged.
OMT XSD element,provideAttributeValueUpdate,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,publishInteractionClass,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,publishObjectClassAttributes,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,publishObjectClassDirectedInteractions,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,purpose,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=String,parents=modelIdentificationType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,queryAttributeOwnership,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryAttributeTransportationType,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryFederationRestoreStatus,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryFederationSaveStatus,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryGALT,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryInteractionTransportationType,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryLITS,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryLogicalTime,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,queryLookahead,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,rate,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=updateRateType; type=RateType,parents=updateRateType; type=RateType,Element name and parent/type context are unchanged.
OMT XSD element,receiveDirectedInteraction,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,receiveInteraction,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,reference,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=idReferenceType,parents=modelIdentificationType; type=idReferenceType,Element name and parent/type context are unchanged.
